Flight_ID,Airline,Origin_Airport,Destination_Airport,Scheduled_Departure,Weather_Delay,Air_Traffic_Delay,Security_Delay,Aircraft_Maintenance_Delay,Total_Delay
7462,JetBlue,DFW,PHX,18,28,22,1,23,74
7463,Southwest,ORD,PHX,18,3,54,9,9,75
7464,JetBlue,ATL,BOS,21,51,3,11,20,85
7465,JetBlue,LAX,BOS,4,23,48,11,18,100
7466,American,JFK,MIA,14,7,9,8,27,51
7467,Delta,ATL,SEA,1,54,12,4,2,72
7468,Southwest,ORD,BOS,3,31,36,13,1,81
7469,United,JFK,MIA,3,26,0,5,14,45
7470,Delta,LAX,SEA,19,1,52,7,6,66
7471,JetBlue,ORD,MIA,23,24,42,8,18,92
7472,Southwest,DFW,BOS,0,36,47,5,12,100
7473,JetBlue,ATL,SEA,11,22,18,7,1,48
7474,United,ATL,SEA,10,55,18,6,6,85
7475,Delta,DFW,MIA,17,50,53,4,3,110
7476,United,ORD,PHX,22,31,9,4,8,52
7477,American,DFW,DEN,22,31,24,2,6,63
7478,United,DFW,SEA,21,39,23,5,28,95
7479,American,JFK,BOS,7,58,59,10,15,142
7480,Southwest,JFK,DEN,14,36,5,2,23,66
7481,Delta,ORD,MIA,23,38,59,3,12,112
7482,Delta,ATL,PHX,9,33,30,4,14,81
7483,JetBlue,LAX,MIA,8,20,22,14,29,85
7484,United,LAX,SEA,9,49,9,10,12,80
7485,JetBlue,ATL,MIA,15,9,4,14,4,31
7486,Delta,DFW,PHX,22,57,15,13,15,100
7487,JetBlue,ORD,PHX,19,57,54,13,27,151
7488,United,LAX,DEN,8,50,43,13,27,133
7489,JetBlue,ORD,MIA,8,5,15,0,21,41
7490,Delta,DFW,SEA,5,19,8,11,26,64
7491,JetBlue,ATL,MIA,1,13,40,13,13,79
7492,American,LAX,MIA,15,34,40,7,2,83
7493,Southwest,ATL,BOS,0,12,10,14,19,55
7494,JetBlue,DFW,MIA,13,4,24,2,27,57
7495,Delta,LAX,MIA,8,38,1,12,3,54
7496,United,JFK,PHX,1,50,11,3,13,77
7497,American,ORD,BOS,17,34,4,3,28,69
7498,United,DFW,BOS,18,0,50,8,6,64
7499,United,ORD,PHX,6,49,39,6,6,100
7500,United,ORD,SEA,5,18,8,6,0,32
7501,Southwest,ORD,MIA,20,51,49,9,16,125
7502,American,DFW,MIA,13,23,12,6,23,64
7503,Delta,ORD,MIA,16,12,26,0,7,45
7504,Delta,DFW,PHX,7,44,58,11,11,124
7505,JetBlue,ATL,PHX,8,51,42,12,11,116
7506,United,ATL,DEN,4,36,48,1,5,90
7507,United,DFW,BOS,3,55,30,10,29,124
7508,United,DFW,SEA,9,54,41,10,19,124
7509,Southwest,LAX,PHX,11,41,24,0,15,80
7510,Southwest,JFK,PHX,18,19,54,12,28,113
7511,United,ORD,PHX,16,7,19,11,2,39
7512,Delta,LAX,MIA,12,51,39,10,18,118
7513,Southwest,ATL,DEN,7,5,21,1,18,45
7514,United,JFK,MIA,1,46,28,7,9,90
7515,Delta,JFK,PHX,23,34,42,7,16,99
7516,American,DFW,DEN,6,29,42,3,20,94
7517,JetBlue,ATL,PHX,3,50,0,12,23,85
7518,Southwest,JFK,MIA,20,4,13,12,20,49
7519,Southwest,DFW,PHX,2,8,36,1,22,67
7520,American,JFK,SEA,6,36,7,2,19,64
7521,Southwest,DFW,MIA,10,42,15,13,6,76
7522,Delta,ATL,MIA,13,2,49,9,27,87
7523,American,LAX,BOS,5,32,35,8,17,92
7524,JetBlue,ATL,SEA,9,37,39,4,20,100
7525,American,DFW,MIA,6,11,44,2,21,78
7526,American,DFW,SEA,1,43,13,9,18,83
7527,Delta,DFW,PHX,6,43,50,10,5,108
7528,American,LAX,DEN,16,47,24,4,7,82
7529,Delta,JFK,SEA,19,9,53,3,10,75
7530,United,DFW,SEA,23,17,4,1,1,23
7531,American,ORD,BOS,16,9,47,2,24,82
7532,Delta,LAX,DEN,12,21,7,0,13,41
7533,Southwest,JFK,BOS,16,12,10,7,28,57
7534,Southwest,ATL,PHX,11,3,47,7,8,65
7535,Southwest,LAX,BOS,22,8,53,6,28,95
7536,American,JFK,BOS,17,52,39,1,8,100
7537,Southwest,LAX,MIA,10,45,42,4,21,112
7538,JetBlue,DFW,BOS,9,18,19,10,17,64
7539,Southwest,JFK,MIA,1,9,25,12,5,51
7540,United,ORD,PHX,21,53,56,1,18,128
7541,Southwest,ATL,DEN,14,34,24,12,22,92
7542,Southwest,DFW,BOS,11,58,57,4,28,147
7543,Southwest,DFW,PHX,12,43,15,13,14,85
7544,United,ATL,MIA,2,0,56,0,14,70
7545,Southwest,ORD,PHX,15,23,1,6,26,56
7546,Delta,LAX,DEN,1,50,36,0,29,115
7547,Southwest,JFK,SEA,14,14,32,1,17,64
7548,United,ORD,MIA,8,39,39,4,19,101
7549,Delta,ATL,DEN,6,53,24,7,25,109
7550,Delta,ATL,DEN,15,19,40,6,8,73
7551,JetBlue,ORD,DEN,21,15,28,0,15,58
7552,Delta,JFK,PHX,15,30,55,12,4,101
7553,JetBlue,LAX,BOS,22,24,31,13,17,85
7554,American,LAX,PHX,20,15,43,12,22,92
7555,Delta,ATL,DEN,4,59,7,3,14,83
7556,United,ATL,PHX,13,56,2,13,27,98
7557,American,LAX,DEN,19,4,50,4,24,82
7558,Southwest,ATL,BOS,2,41,30,7,2,80
7559,Delta,ATL,PHX,4,4,6,9,27,46
7560,Southwest,DFW,BOS,7,37,22,2,1,62
7561,United,JFK,PHX,4,49,24,11,8,92
7562,United,ORD,DEN,21,24,39,5,4,72
7563,Delta,ATL,BOS,10,16,56,7,26,105
7564,Southwest,ORD,SEA,13,33,30,6,24,93
7565,Delta,JFK,BOS,21,10,33,14,17,74
7566,Southwest,LAX,SEA,2,36,55,2,20,113
7567,Delta,ATL,DEN,10,59,35,1,11,106
7568,JetBlue,LAX,BOS,9,22,36,5,17,80
7569,Delta,ATL,DEN,6,22,43,5,27,97
7570,American,ORD,DEN,23,37,6,13,28,84
7571,Southwest,LAX,BOS,5,46,6,4,16,72
7572,Southwest,LAX,SEA,13,45,2,2,22,71
7573,Southwest,JFK,BOS,2,26,0,6,20,52
7574,American,ATL,MIA,23,3,42,2,21,68
7575,American,ORD,MIA,7,3,20,12,1,36
7576,Delta,ORD,PHX,15,50,30,3,9,92
7577,United,ORD,PHX,11,44,49,7,17,117
7578,American,ATL,DEN,13,26,1,4,15,46
7579,Southwest,LAX,DEN,18,35,42,7,15,99
7580,Delta,JFK,MIA,12,16,37,4,24,81
7581,JetBlue,DFW,DEN,3,28,15,2,25,70
7582,Southwest,DFW,MIA,21,47,23,13,4,87
7583,American,DFW,PHX,13,50,1,9,2,62
7584,United,JFK,PHX,12,10,44,2,25,81
7585,United,DFW,DEN,14,25,38,2,9,74
7586,Southwest,DFW,MIA,10,18,41,1,11,71
7587,American,ORD,BOS,21,58,42,14,4,118
7588,United,LAX,BOS,5,38,8,14,8,68
7589,JetBlue,ORD,BOS,21,33,29,10,16,88
7590,Southwest,DFW,DEN,13,15,2,12,15,44
7591,United,JFK,DEN,17,16,50,13,8,87
7592,JetBlue,LAX,SEA,19,39,28,5,3,75
7593,Southwest,LAX,BOS,7,54,51,14,28,147
7594,JetBlue,LAX,PHX,13,25,38,10,1,74
7595,JetBlue,DFW,BOS,15,21,41,13,14,89
7596,United,DFW,BOS,8,36,35,3,14,88
7597,Southwest,DFW,PHX,13,4,29,9,3,45
7598,American,ATL,DEN,17,21,18,0,2,41
7599,Delta,LAX,MIA,17,5,22,7,11,45
7600,Southwest,JFK,DEN,9,32,51,8,28,119
7601,Delta,ATL,DEN,16,2,50,13,18,83
7602,Delta,JFK,BOS,23,14,28,1,0,43
7603,Delta,ATL,DEN,5,53,5,0,7,65
7604,Southwest,LAX,BOS,17,55,31,12,9,107
7605,American,ATL,DEN,2,14,3,12,25,54
7606,JetBlue,LAX,MIA,14,13,18,14,2,47
7607,United,LAX,BOS,21,8,43,12,26,89
7608,United,ORD,MIA,19,19,28,9,28,84
7609,Delta,LAX,SEA,18,27,35,9,29,100
7610,JetBlue,JFK,BOS,4,43,16,9,4,72
7611,Delta,JFK,MIA,19,41,10,1,20,72
7612,Delta,LAX,SEA,12,0,25,3,10,38
7613,United,JFK,SEA,21,51,16,3,5,75
7614,American,DFW,PHX,4,34,59,9,4,106
7615,United,ATL,DEN,8,2,31,9,22,64
7616,Delta,LAX,DEN,10,44,45,3,2,94
7617,Southwest,JFK,PHX,16,34,25,13,9,81
7618,JetBlue,JFK,BOS,15,11,59,0,3,73
7619,JetBlue,ATL,MIA,0,30,8,14,28,80
7620,American,DFW,SEA,23,24,45,3,25,97
7621,JetBlue,ORD,PHX,21,54,55,14,29,152
7622,United,JFK,DEN,5,26,33,10,12,81
7623,United,JFK,MIA,0,47,15,1,18,81
7624,American,ATL,PHX,9,8,4,0,25,37
7625,Southwest,ATL,PHX,22,38,39,12,22,111
7626,American,DFW,PHX,9,3,4,14,23,44
7627,Delta,LAX,BOS,21,44,13,7,2,66
7628,American,LAX,DEN,9,33,33,7,22,95
7629,JetBlue,JFK,MIA,1,59,40,2,27,128
7630,United,ORD,BOS,1,34,3,6,13,56
7631,American,ORD,MIA,3,59,56,1,15,131
7632,Southwest,ORD,MIA,22,44,37,2,29,112
7633,United,DFW,BOS,3,7,25,2,17,51
7634,Delta,ORD,BOS,21,10,42,5,1,58
7635,United,ATL,SEA,13,49,33,4,12,98
7636,American,DFW,MIA,22,41,42,10,20,113
7637,American,ATL,SEA,14,57,2,14,6,79
7638,American,ATL,BOS,22,47,22,14,12,95
7639,American,ATL,BOS,4,33,39,10,3,85
7640,Southwest,ATL,BOS,14,52,23,3,29,107
7641,JetBlue,LAX,PHX,9,55,55,0,13,123
7642,JetBlue,LAX,DEN,14,47,7,10,1,65
7643,JetBlue,LAX,MIA,13,8,55,12,13,88
7644,JetBlue,LAX,MIA,8,26,21,1,15,63
7645,Southwest,ORD,BOS,20,26,32,4,14,76
7646,Delta,ATL,BOS,4,51,50,12,21,134
7647,Southwest,DFW,PHX,10,21,32,7,9,69
7648,JetBlue,DFW,DEN,19,42,8,11,9,70
7649,Delta,DFW,BOS,1,35,5,14,20,74
7650,JetBlue,JFK,PHX,19,39,24,13,19,95
7651,Southwest,ORD,DEN,4,56,33,1,0,90
7652,Delta,ORD,PHX,4,30,53,8,27,118
7653,United,LAX,BOS,14,26,28,2,14,70
7654,United,DFW,BOS,7,20,43,3,18,84
7655,JetBlue,ATL,SEA,4,6,19,11,15,51
7656,American,JFK,SEA,20,33,32,1,14,80
7657,JetBlue,ORD,MIA,8,2,1,8,29,40
7658,American,LAX,PHX,18,20,24,0,0,44
7659,American,DFW,BOS,17,50,37,6,12,105
7660,JetBlue,JFK,MIA,6,16,8,14,27,65
7661,JetBlue,ORD,PHX,1,26,31,12,16,85
7662,Southwest,ORD,MIA,7,13,45,10,3,71
7663,United,JFK,PHX,16,29,33,10,6,78
7664,Delta,ATL,SEA,12,31,48,2,20,101
7665,Southwest,LAX,DEN,17,7,15,2,5,29
7666,Southwest,LAX,MIA,11,40,0,8,11,59
7667,American,ATL,BOS,8,59,9,10,22,100
7668,United,ATL,DEN,19,35,8,9,5,57
7669,Southwest,ORD,MIA,21,25,14,13,11,63
7670,American,ATL,MIA,6,28,54,12,5,99
7671,Delta,LAX,DEN,9,32,52,0,24,108
7672,Southwest,LAX,BOS,11,42,4,11,24,81
7673,United,DFW,MIA,8,18,55,0,26,99
7674,JetBlue,LAX,MIA,10,24,44,12,21,101
7675,American,ATL,MIA,11,48,37,7,26,118
7676,United,LAX,DEN,18,4,48,0,9,61
7677,American,ATL,BOS,20,24,15,6,8,53
7678,Delta,ATL,DEN,0,8,16,12,8,44
7679,Southwest,DFW,SEA,3,48,50,12,10,120
7680,JetBlue,DFW,PHX,11,44,29,13,1,87
7681,United,ORD,DEN,12,3,35,0,10,48
7682,United,LAX,SEA,7,59,20,7,26,112
7683,American,ATL,BOS,16,27,2,5,17,51
7684,American,ORD,SEA,5,33,20,9,9,71
7685,American,ATL,MIA,10,28,25,2,19,74
7686,Delta,LAX,MIA,2,19,30,8,25,82
7687,Southwest,JFK,PHX,9,10,9,3,25,47
7688,JetBlue,ORD,DEN,15,18,41,11,2,72
7689,JetBlue,LAX,SEA,6,50,44,1,27,122
7690,Delta,LAX,PHX,16,54,18,10,26,108
7691,Southwest,JFK,PHX,23,15,53,10,21,99
7692,Southwest,JFK,BOS,2,23,59,12,2,96
7693,American,JFK,MIA,12,41,54,6,10,111
7694,Southwest,LAX,SEA,0,32,34,5,22,93
7695,United,ORD,BOS,2,36,29,11,19,95
7696,Southwest,ATL,DEN,0,50,8,11,1,70
7697,Delta,ATL,SEA,12,13,8,5,18,44
7698,United,DFW,SEA,5,51,7,13,23,94
7699,JetBlue,DFW,SEA,23,15,7,6,19,47
7700,Southwest,DFW,PHX,19,2,31,10,10,53
7701,United,ATL,SEA,7,31,18,5,14,68
7702,Delta,ATL,PHX,16,30,56,8,20,114
7703,Delta,ORD,DEN,11,10,31,8,20,69
7704,Southwest,DFW,MIA,2,21,14,10,26,71
7705,Delta,DFW,BOS,15,9,27,3,13,52
7706,JetBlue,JFK,PHX,7,17,13,8,29,67
7707,American,ORD,SEA,9,26,0,8,16,50
7708,JetBlue,DFW,BOS,7,38,18,10,25,91
7709,United,DFW,SEA,5,28,52,8,7,95
7710,JetBlue,DFW,MIA,15,14,16,10,11,51
7711,Delta,JFK,MIA,21,0,39,4,0,43
7712,United,ATL,SEA,15,21,10,1,3,35
7713,Delta,ATL,SEA,6,32,6,14,27,79
7714,Delta,ORD,PHX,20,26,27,12,26,91
7715,American,LAX,PHX,2,39,26,0,11,76
7716,United,ORD,BOS,16,15,5,0,26,46
7717,Southwest,LAX,DEN,12,47,22,5,7,81
7718,Delta,LAX,SEA,19,57,57,9,14,137
7719,United,ATL,MIA,18,22,52,10,16,100
7720,United,DFW,BOS,8,17,56,5,23,101
7721,Southwest,ORD,MIA,0,39,50,8,1,98
7722,Delta,ATL,BOS,1,41,39,11,9,100
7723,American,ORD,SEA,5,20,2,2,10,34
7724,United,JFK,BOS,23,24,38,6,20,88
7725,JetBlue,ATL,MIA,17,46,48,2,17,113
7726,Southwest,DFW,PHX,18,30,45,0,11,86
7727,Southwest,ORD,SEA,5,35,41,14,19,109
7728,Delta,DFW,DEN,22,4,55,12,4,75
7729,Southwest,JFK,SEA,1,27,17,11,27,82
7730,JetBlue,ORD,BOS,9,19,31,4,7,61
7731,JetBlue,ATL,SEA,18,26,33,5,12,76
7732,American,DFW,SEA,16,51,57,7,2,117
7733,Southwest,LAX,SEA,4,10,14,6,11,41
7734,United,JFK,MIA,8,56,17,9,24,106
7735,American,LAX,BOS,6,49,56,1,0,106
7736,Delta,LAX,PHX,21,2,51,1,21,75
7737,United,DFW,BOS,2,35,19,13,23,90
7738,United,LAX,BOS,23,27,41,11,15,94
7739,JetBlue,DFW,SEA,3,24,6,1,14,45
7740,Southwest,LAX,BOS,15,32,18,0,27,77
7741,Delta,LAX,PHX,14,27,42,14,10,93
7742,United,JFK,BOS,13,0,25,2,2,29
7743,JetBlue,JFK,SEA,16,47,37,8,5,97
7744,Delta,ORD,MIA,3,8,29,1,6,44
7745,United,ATL,PHX,3,18,55,12,17,102
7746,United,ATL,DEN,8,30,43,12,24,109
7747,United,LAX,MIA,4,16,0,5,17,38
7748,United,ORD,PHX,20,12,40,10,14,76
7749,Delta,JFK,MIA,16,16,41,8,6,71
7750,Southwest,ORD,DEN,7,26,5,14,3,48
7751,American,ORD,DEN,19,59,47,5,18,129
7752,Southwest,LAX,SEA,5,34,30,4,6,74
7753,Delta,ORD,PHX,22,36,21,0,0,57
7754,American,JFK,DEN,0,9,50,2,2,63
7755,United,JFK,BOS,15,2,31,1,17,51
7756,American,DFW,BOS,1,28,28,3,15,74
7757,American,ATL,MIA,4,18,41,9,3,71
7758,JetBlue,ATL,SEA,19,38,30,4,28,100
7759,Southwest,ORD,PHX,20,13,44,1,0,58
7760,American,LAX,BOS,15,41,0,6,5,52
7761,JetBlue,DFW,MIA,23,25,52,6,10,93
7762,Delta,JFK,PHX,3,2,14,8,17,41
7763,American,ORD,SEA,20,11,14,7,17,49
7764,American,JFK,BOS,22,12,40,3,15,70
7765,American,LAX,MIA,12,12,11,3,21,47
7766,United,DFW,SEA,6,53,3,4,4,64
7767,Southwest,DFW,PHX,15,55,38,3,15,111
7768,American,JFK,SEA,4,45,41,9,6,101
7769,JetBlue,LAX,BOS,12,6,25,2,5,38
7770,Delta,JFK,BOS,12,41,28,1,18,88
7771,Delta,JFK,PHX,7,23,6,13,16,58
7772,American,ORD,DEN,5,8,16,13,2,39
7773,JetBlue,DFW,DEN,20,45,14,14,11,84
7774,American,ORD,PHX,0,47,55,14,8,124
7775,Southwest,ATL,MIA,16,39,41,8,7,95
7776,Southwest,DFW,PHX,17,52,11,14,17,94
7777,American,ORD,BOS,22,37,49,12,12,110
7778,American,JFK,MIA,21,0,18,11,4,33
7779,Southwest,ATL,SEA,4,48,42,12,12,114
7780,American,DFW,DEN,1,7,21,13,6,47
7781,American,ORD,DEN,12,18,56,7,8,89
7782,Delta,ORD,PHX,9,42,23,1,18,84
7783,Delta,LAX,MIA,18,19,49,1,27,96
7784,JetBlue,ORD,BOS,6,25,32,7,15,79
7785,Delta,ATL,MIA,21,6,55,14,6,81
7786,JetBlue,ORD,MIA,23,54,37,8,12,111
7787,United,DFW,DEN,10,19,24,12,13,68
7788,Southwest,ATL,DEN,6,31,56,8,3,98
7789,American,ATL,DEN,0,51,31,4,4,90
7790,American,LAX,MIA,22,55,0,13,0,68
7791,Delta,JFK,MIA,6,13,13,5,25,56
7792,Delta,JFK,SEA,1,1,44,13,7,65
7793,JetBlue,JFK,SEA,23,12,38,5,27,82
7794,Delta,LAX,DEN,6,22,10,11,29,72
7795,JetBlue,ORD,MIA,11,41,34,0,16,91
7796,American,ATL,MIA,17,39,31,5,9,84
7797,Delta,ATL,BOS,18,56,30,11,4,101
7798,JetBlue,LAX,PHX,8,8,38,14,25,85
7799,United,JFK,BOS,8,16,57,13,24,110
7800,JetBlue,ORD,BOS,3,5,13,8,8,34
7801,American,ORD,DEN,12,20,43,6,1,70
7802,JetBlue,DFW,DEN,6,11,33,6,10,60
7803,Delta,ORD,BOS,9,20,3,8,10,41
7804,United,JFK,DEN,4,41,16,5,25,87
7805,United,ORD,BOS,10,17,54,9,3,83
7806,United,ORD,MIA,16,12,57,4,12,85
7807,American,DFW,PHX,23,1,43,5,12,61
7808,Delta,JFK,PHX,14,35,36,8,24,103
7809,JetBlue,ATL,BOS,3,51,41,13,23,128
7810,JetBlue,ATL,MIA,12,56,17,0,7,80
7811,United,LAX,SEA,9,50,46,2,19,117
7812,American,ATL,PHX,20,33,32,0,5,70
7813,United,ORD,MIA,8,21,3,9,0,33
7814,JetBlue,DFW,BOS,0,39,56,9,2,106
7815,Southwest,DFW,SEA,5,30,44,8,16,98
7816,United,ATL,SEA,13,9,4,11,4,28
7817,American,LAX,BOS,14,48,36,1,29,114
7818,Delta,LAX,MIA,2,33,44,11,18,106
7819,Delta,LAX,MIA,17,41,20,6,27,94
7820,Delta,ORD,DEN,1,52,34,2,16,104
7821,American,DFW,SEA,18,5,54,10,17,86
7822,United,ATL,DEN,8,54,25,8,7,94
7823,United,ORD,PHX,17,45,35,4,23,107
7824,United,DFW,DEN,20,45,0,10,4,59
7825,American,ATL,DEN,18,41,20,3,19,83
7826,Delta,DFW,SEA,4,40,38,3,20,101
7827,Delta,ORD,MIA,11,7,10,8,10,35
7828,Delta,ATL,BOS,18,59,31,13,14,117
7829,American,DFW,PHX,10,14,46,7,17,84
7830,JetBlue,DFW,PHX,22,54,1,12,6,73
7831,United,DFW,SEA,15,23,18,3,13,57
7832,Delta,JFK,PHX,23,27,56,1,25,109
7833,United,ORD,BOS,6,9,16,10,18,53
7834,United,ORD,SEA,14,8,7,14,25,54
7835,American,ORD,BOS,11,53,57,3,1,114
7836,American,ATL,MIA,2,1,39,6,5,51
7837,Delta,ATL,PHX,17,17,8,11,16,52
7838,JetBlue,ATL,BOS,5,47,23,3,26,99
7839,American,ATL,PHX,8,44,0,5,12,61
7840,Southwest,LAX,SEA,23,15,35,2,19,71
7841,American,JFK,BOS,12,4,26,5,27,62
7842,American,LAX,DEN,21,49,45,12,24,130
7843,JetBlue,DFW,PHX,20,18,20,12,18,68
7844,American,LAX,PHX,16,21,37,1,18,77
7845,American,ORD,PHX,12,52,12,14,20,98
7846,Southwest,JFK,PHX,3,38,45,11,10,104
7847,Delta,LAX,MIA,0,42,0,9,13,64
7848,JetBlue,ATL,PHX,3,44,37,7,8,96
7849,American,LAX,BOS,23,43,20,1,25,89
7850,Southwest,ATL,PHX,9,43,8,3,7,61
7851,JetBlue,LAX,DEN,2,22,15,4,7,48
7852,American,ATL,BOS,2,25,50,4,27,106
7853,United,DFW,SEA,2,56,16,12,27,111
7854,JetBlue,ORD,MIA,22,8,10,11,27,56
7855,United,LAX,DEN,23,48,59,10,19,136
7856,JetBlue,DFW,SEA,22,54,38,14,7,113
7857,American,LAX,PHX,12,33,10,2,16,61
7858,American,DFW,DEN,2,56,2,7,2,67
7859,JetBlue,LAX,DEN,0,44,38,7,11,100
7860,Southwest,DFW,MIA,6,23,30,5,21,79
7861,United,JFK,PHX,18,25,14,3,15,57
7862,United,DFW,BOS,21,48,3,10,14,75
7863,Delta,JFK,DEN,6,16,35,4,9,64
7864,JetBlue,ORD,SEA,3,6,56,12,25,99
7865,United,LAX,MIA,8,57,45,10,5,117
7866,American,JFK,BOS,8,50,1,1,12,64
7867,United,ATL,PHX,19,34,57,1,24,116
7868,United,DFW,PHX,7,56,17,2,10,85
7869,JetBlue,LAX,PHX,8,47,10,6,23,86
7870,United,LAX,PHX,6,28,23,4,3,58
7871,American,ORD,PHX,21,50,43,1,14,108
7872,Southwest,LAX,SEA,22,7,40,6,27,80
7873,Southwest,ORD,BOS,22,36,0,10,17,63
7874,United,JFK,PHX,19,1,12,4,3,20
7875,American,ATL,SEA,3,36,11,13,12,72
7876,United,DFW,BOS,3,37,3,13,14,67
7877,American,ATL,PHX,21,56,18,8,29,111
7878,United,ORD,PHX,17,14,43,9,8,74
7879,American,JFK,BOS,4,41,51,5,19,116
7880,Delta,ATL,MIA,1,49,19,2,0,70
7881,United,LAX,PHX,0,39,6,4,6,55
7882,Southwest,ORD,DEN,6,15,33,10,1,59
7883,American,LAX,DEN,13,44,59,7,7,117
7884,Delta,DFW,DEN,20,37,9,3,12,61
7885,Delta,ORD,MIA,22,48,59,7,6,120
7886,Southwest,DFW,BOS,9,14,46,5,8,73
7887,United,DFW,DEN,17,27,22,5,3,57
7888,Southwest,DFW,MIA,3,2,35,2,20,59
7889,JetBlue,JFK,MIA,22,0,38,8,12,58
7890,American,ORD,PHX,19,43,22,12,18,95
7891,Delta,DFW,SEA,3,51,56,2,26,135
7892,United,ATL,BOS,9,13,20,7,26,66
7893,JetBlue,LAX,DEN,8,40,56,12,9,117
7894,United,JFK,SEA,13,53,12,14,22,101
7895,American,ORD,BOS,19,43,23,2,26,94
7896,Delta,ORD,PHX,17,55,19,9,18,101
7897,United,ATL,BOS,12,35,52,6,14,107
7898,JetBlue,JFK,PHX,18,4,13,1,6,24
7899,American,DFW,SEA,14,14,57,3,1,75
7900,Southwest,LAX,PHX,21,6,25,3,9,43
7901,American,JFK,BOS,9,17,25,2,20,64
7902,Southwest,ATL,BOS,0,15,27,0,19,61
7903,United,DFW,SEA,14,45,28,0,14,87
7904,JetBlue,LAX,DEN,8,14,13,1,21,49
7905,JetBlue,ORD,SEA,13,45,0,13,25,83
7906,JetBlue,JFK,BOS,18,17,33,14,26,90
7907,Southwest,ORD,DEN,6,4,55,13,19,91
7908,United,JFK,DEN,4,36,32,7,8,83
7909,Southwest,ORD,DEN,7,24,14,4,16,58
7910,Southwest,JFK,PHX,11,16,22,7,14,59
7911,Delta,JFK,BOS,4,27,54,14,18,113
7912,United,ATL,DEN,12,10,48,8,4,70
7913,United,DFW,PHX,5,51,52,3,1,107
7914,Delta,DFW,SEA,11,11,23,11,22,67
7915,American,JFK,PHX,10,3,57,0,0,60
7916,JetBlue,ATL,SEA,6,59,5,14,20,98
7917,American,ATL,MIA,8,6,57,11,4,78
7918,Delta,JFK,BOS,12,50,21,5,29,105
7919,JetBlue,JFK,SEA,3,55,14,6,9,84
7920,Southwest,LAX,PHX,0,49,59,3,0,111
7921,JetBlue,ORD,MIA,14,26,23,11,28,88
7922,United,DFW,DEN,23,53,7,4,20,84
7923,Delta,JFK,PHX,9,49,52,4,17,122
7924,Southwest,ATL,MIA,10,10,7,12,7,36
7925,JetBlue,ORD,MIA,5,56,16,9,15,96
7926,American,DFW,PHX,7,40,16,5,3,64
7927,United,LAX,MIA,7,6,9,7,7,29
7928,Delta,ORD,DEN,7,57,49,11,6,123
7929,Delta,ORD,DEN,15,38,6,10,1,55
7930,Delta,ATL,DEN,10,21,39,3,23,86
7931,Southwest,LAX,BOS,9,10,26,2,8,46
7932,United,JFK,PHX,12,32,9,14,2,57
7933,JetBlue,ORD,DEN,16,51,11,1,16,79
7934,Southwest,ATL,SEA,20,51,17,11,14,93
7935,United,LAX,PHX,12,14,35,6,15,70
7936,American,DFW,DEN,20,56,54,7,18,135
7937,Delta,DFW,SEA,17,48,26,0,20,94
7938,United,JFK,PHX,22,14,51,11,3,79
7939,United,ATL,DEN,1,34,52,3,12,101
7940,Delta,ATL,BOS,0,40,51,11,29,131
7941,Southwest,DFW,SEA,7,1,8,5,14,28
7942,United,ATL,DEN,9,55,51,1,23,130
7943,JetBlue,DFW,SEA,17,20,50,6,4,80
7944,Southwest,LAX,BOS,10,42,34,8,9,93
7945,JetBlue,ATL,SEA,20,55,33,3,18,109
7946,Southwest,DFW,SEA,3,27,33,8,1,69
7947,United,ORD,DEN,6,45,46,7,16,114
7948,Delta,ATL,DEN,9,40,39,8,6,93
7949,JetBlue,ORD,DEN,14,36,17,2,13,68
7950,Delta,LAX,BOS,23,47,34,12,28,121
7951,American,ATL,BOS,19,48,14,8,17,87
7952,Southwest,LAX,PHX,6,5,55,2,26,88
7953,Delta,LAX,BOS,2,13,58,7,25,103
7954,Delta,ATL,DEN,8,5,12,3,5,25
7955,Delta,ORD,SEA,4,41,12,8,27,88
7956,American,ORD,MIA,5,59,39,9,23,130
7957,JetBlue,JFK,DEN,15,5,40,3,4,52
7958,Southwest,ORD,MIA,15,57,15,13,10,95
7959,American,ORD,SEA,17,17,1,8,14,40
7960,United,LAX,DEN,7,48,33,14,26,121
7961,Delta,LAX,BOS,17,54,40,12,25,131
7962,Southwest,LAX,BOS,23,53,51,0,8,112
7963,American,LAX,SEA,3,28,41,5,2,76
7964,Southwest,ATL,DEN,22,14,54,6,7,81
7965,United,ATL,SEA,16,2,11,7,26,46
7966,JetBlue,ORD,BOS,3,9,11,11,0,31
7967,United,ORD,BOS,13,9,50,12,29,100
7968,United,JFK,PHX,2,4,34,8,5,51
7969,JetBlue,LAX,SEA,16,21,6,9,29,65
7970,American,ATL,PHX,12,11,22,4,21,58
7971,JetBlue,DFW,SEA,9,37,23,0,26,86
7972,Southwest,DFW,SEA,0,38,59,0,19,116
7973,Southwest,ATL,BOS,15,34,4,11,8,57
7974,Delta,ATL,SEA,13,3,4,13,26,46
7975,JetBlue,JFK,BOS,23,33,47,0,20,100
7976,Delta,ORD,SEA,11,51,13,11,20,95
7977,United,ATL,DEN,11,7,30,13,18,68
7978,JetBlue,LAX,DEN,20,5,47,3,11,66
7979,American,ORD,BOS,3,10,26,1,10,47
7980,Southwest,ORD,DEN,6,20,18,5,25,68
7981,Southwest,DFW,DEN,12,51,32,9,29,121
